al/Library/Anim/,_ZN2al17ActorActionKeeper9tryCreateEPNS_9LiveActorEPKNS_13ActorResourceEPKcS7_,al::ActorActionKeeper::tryCreate(al::LiveActor *,al::ActorResource const*,char const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al18initFixActorCameraEPKNS_9LiveActorERKNS_13ActorInitInfoEPKcRKN4sead7Vector3IfEEfffb,al::initFixActorCamera(al::LiveActor const*,al::ActorInitInfo const&,char const*,sead::Vector3<float> const&,float,float,float,bool)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction16initCameraNoSaveEPN2al11CameraPoserEPKNS0_10IUseCameraERKNS0_13ActorInitInfoEPKci,alCameraFunction::initCameraNoSave(al::CameraPoser *,al::IUseCamera const*,al::ActorInitInfo const&,char const*,int)
al/Library/Camera/CameraFunction.o,_ZN2al17initFixLookCameraEPNS_9LiveActorERKNS_13ActorInitInfoEPKc,al::initFixLookCamera(al::LiveActor *,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al17initFixTalkCameraEPKNS_9LiveActorERKNS_13ActorInitInfoEPKcRKN4sead7Vector3IfEEfffb,al::initFixTalkCamera(al::LiveActor const*,al::ActorInitInfo const&,char const*,sead::Vector3<float> const&,float,float,float,bool)
al/Library/Camera/CameraFunction.o,_ZN2al20initFixFishingCameraEPKNS_9LiveActorERKNS_13ActorInitInfoEPKcRKN4sead7Vector3IfEESC_fffb,al::initFixFishingCamera(al::LiveActor const*,al::ActorInitInfo const&,char const*,sead::Vector3<float> const&,sead::Vector3<float> const&,float,float,float,bool)
al/Library/Camera/CameraFunction.o,_ZN2al18initFixPointCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKcb,al::initFixPointCamera(al::IUseCamera const*,al::ActorInitInfo const&,char const*,bool)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction10initCameraEPN2al11CameraPoserEPKNS0_10IUseCameraERKNS0_13ActorInitInfoEPKci,alCameraFunction::initCamera(al::CameraPoser *,al::IUseCamera const*,al::ActorInitInfo const&,char const*,int)
al/Library/Camera/CameraFunction.o,_ZN2al18initLookDownCameraEPKNS_9LiveActorERKNS_13ActorInitInfoEPKc,al::initLookDownCamera(al::LiveActor const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al21initProgramableCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKcPKN4sead7Vector3IfEESC_SC_,al::initProgramableCamera(al::IUseCamera const*,al::ActorInitInfo const&,char const*,sead::Vector3<float> const*,sead::Vector3<float> const*,sead::Vector3<float> const*)
al/Library/Camera/CameraFunction.o,_ZN2al21initProgramableCameraEPKNS_10IUseCameraEPKcPKN4sead7Vector3IfEES9_S9_,al::initProgramableCamera(al::IUseCamera const*,char const*,sead::Vector3<float> const*,sead::Vector3<float> const*,sead::Vector3<float> const*)
al/Library/Camera/CameraFunction.o,_ZN2al33initProgramableCameraWithColliderEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKcPKN4sead7Vector3IfEESC_SC_,al::initProgramableCameraWithCollider(al::IUseCamera const*,al::ActorInitInfo const&,char const*,sead::Vector3<float> const*,sead::Vector3<float> const*,sead::Vector3<float> const*)
al/Library/Camera/CameraFunction.o,_ZN2al26initProgramableAngleCameraEPKNS_10IUseCameraERKNS_13PlacementInfoEPKcPKN4sead7Vector3IfEEPKfSE_SE_,al::initProgramableAngleCamera(al::IUseCamera const*,al::PlacementInfo const&,char const*,sead::Vector3<float> const*,float const*,float const*,float const*)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction16initCameraNoSaveEPN2al11CameraPoserEPKNS0_10IUseCameraERKNS0_13PlacementInfoEPKci,alCameraFunction::initCameraNoSave(al::CameraPoser *,al::IUseCamera const*,al::PlacementInfo const&,char const*,int)
al/Library/Camera/CameraFunction.o,_ZN2al42initProgramableCameraKeepColliderPreCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKcPKN4sead7Vector3IfEESC_SC_,al::initProgramableCameraKeepColliderPreCamera(al::IUseCamera const*,al::ActorInitInfo const&,char const*,sead::Vector3<float> const*,sead::Vector3<float> const*,sead::Vector3<float> const*)
al/Library/Camera/CameraFunction.o,_ZN2al23initShooterCameraSingleEPKNS_10IUseCameraEPKc,al::initShooterCameraSingle(al::IUseCamera const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction25initCameraNoPlacementInfoEPN2al11CameraPoserEPKNS0_10IUseCameraEPKNS0_11PlacementIdEPKciRKN4sead8Matrix34IfEE,alCameraFunction::initCameraNoPlacementInfo(al::CameraPoser *,al::IUseCamera const*,al::PlacementId const*,char const*,int,sead::Matrix34<float> const&)
al/Library/Camera/CameraFunction.o,_ZN2al23initTowerCameraWithSaveEPKNS_10IUseCameraEPKN4sead7Vector3IfEERKNS_13ActorInitInfoEPKc,al::initTowerCameraWithSave(al::IUseCamera const*,sead::Vector3<float> const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al15initTowerCameraEPKNS_10IUseCameraEPKN4sead7Vector3IfEERKNS_13ActorInitInfoEPKc,al::initTowerCamera(al::IUseCamera const*,sead::Vector3<float> const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al20initBossBattleCameraEPKNS_10IUseCameraEPKN4sead7Vector3IfEERKNS_13ActorInitInfoEPKc,al::initBossBattleCamera(al::IUseCamera const*,sead::Vector3<float> const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al31initProgramableCameraAngleSwingEPNS_12CameraTicketE,al::initProgramableCameraAngleSwing(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN2al22initFollowCameraSimpleEPKNS_10IUseCameraEPKc,al::initFollowCameraSimple(al::IUseCamera const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al22initFollowCameraSimpleEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKc,al::initFollowCameraSimple(al::IUseCamera const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al20initDemoObjectCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKcS7_,al::initDemoObjectCamera(al::IUseCamera const*,al::ActorInitInfo const&,char const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al25initDemoProgramableCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKcPKN4sead7Vector3IfEESC_SC_,al::initDemoProgramableCamera(al::IUseCamera const*,al::ActorInitInfo const&,char const*,sead::Vector3<float> const*,sead::Vector3<float> const*,sead::Vector3<float> const*)
al/Library/Camera/CameraFunction.o,_ZN2al46initDemoProgramableCameraKeepColliderPreCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKcPKN4sead7Vector3IfEESC_SC_,al::initDemoProgramableCameraKeepColliderPreCamera(al::IUseCamera const*,al::ActorInitInfo const&,char const*,sead::Vector3<float> const*,sead::Vector3<float> const*,sead::Vector3<float> const*)
al/Library/Camera/CameraFunction.o,_ZN2al18initDemoAnimCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKNS_8ResourceEPKN4sead8Matrix34IfEEPKc,al::initDemoAnimCamera(al::IUseCamera const*,al::ActorInitInfo const&,al::Resource const*,sead::Matrix34<float> const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al14initAnimCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKNS_8ResourceEPKN4sead8Matrix34IfEEPKc,al::initAnimCamera(al::IUseCamera const*,al::ActorInitInfo const&,al::Resource const*,sead::Matrix34<float> const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al18initDemoAnimCameraEPKNS_9LiveActorERKNS_13ActorInitInfoEPKc,al::initDemoAnimCamera(al::LiveActor const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al20loadActorCameraParamEPNS_12CameraTicketEPKNS_9LiveActorEPKcS6_,al::loadActorCameraParam(al::CameraTicket *,al::LiveActor const*,char const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al28loadActorCameraParamInitFileEPNS_12CameraTicketEPKNS_9LiveActorEPKc,al::loadActorCameraParamInitFile(al::CameraTicket *,al::LiveActor const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al23setFixActorCameraTargetEPNS_12CameraTicketEPKNS_9LiveActorE,al::setFixActorCameraTarget(al::CameraTicket *,al::LiveActor const*)
al/Library/Camera/CameraFunction.o,_ZN2al23setFixActorCameraAngleHEPNS_12CameraTicketEf,al::setFixActorCameraAngleH(al::CameraTicket *,float)
al/Library/Camera/CameraFunction.o,_ZN2al22setTowerCameraDistanceEPNS_12CameraTicketEf,al::setTowerCameraDistance(al::CameraTicket *,float)
al/Library/Camera/CameraFunction.o,_ZN2al25setTowerCameraStartAngleVEPNS_12CameraTicketEf,al::setTowerCameraStartAngleV(al::CameraTicket *,float)
al/Library/Camera/CameraFunction.o,_ZN2al30setTowerCameraUserMarginAngleHEPNS_12CameraTicketEf,al::setTowerCameraUserMarginAngleH(al::CameraTicket *,float)
al/Library/Camera/CameraFunction.o,_ZN2al32resetTowerCameraUserMarginAngleHEPNS_12CameraTicketE,al::resetTowerCameraUserMarginAngleH(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN2al27resetTowerCameraInputRotateEPNS_12CameraTicketEfi,al::resetTowerCameraInputRotate(al::CameraTicket *,float,int)
al/Library/Camera/CameraFunction.o,_Z37validateFixPointCameraUsePreCameraPosPN2al12CameraTicketE,validateFixPointCameraUsePreCameraPos(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN2al20initSubjectiveCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKc,al::initSubjectiveCamera(al::IUseCamera const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al26initSubjectiveCameraNoSaveEPKNS_10IUseCameraEPKc,al::initSubjectiveCameraNoSave(al::IUseCamera const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al27getSubjectiveCameraOffsetUpEPKNS_12CameraTicketE,al::getSubjectiveCameraOffsetUp(al::CameraTicket const*)
al/Library/Camera/CameraFunction.o,_ZN2al30getSubjectiveCameraOffsetFrontEv,al::getSubjectiveCameraOffsetFront(void)
al/Library/Camera/CameraFunction.o,_ZN2al30setSubjectiveCameraStartAngleHEPKNS_12CameraTicketEf,al::setSubjectiveCameraStartAngleH(al::CameraTicket const*,float)
al/Library/Camera/CameraFunction.o,_ZN2al35validateSubjectiveCameraResetAngleHEPNS_12CameraTicketE,al::validateSubjectiveCameraResetAngleH(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN2al29requestSubjectiveCameraZoomInEPNS_12CameraTicketE,al::requestSubjectiveCameraZoomIn(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN2al18initParallelCameraEPKNS_10IUseCameraEPKc,al::initParallelCamera(al::IUseCamera const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al18initParallelCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKc,al::initParallelCamera(al::IUseCamera const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al29setParallelCameraLookAtOffsetEPKNS_12CameraTicketERKN4sead7Vector3IfEE,al::setParallelCameraLookAtOffset(al::CameraTicket const*,sead::Vector3<float> const&)
al/Library/Camera/CameraFunction.o,_ZN2al25setParallelCameraDistanceEPKNS_12CameraTicketEf,al::setParallelCameraDistance(al::CameraTicket const*,float)
al/Library/Camera/CameraFunction.o,_ZN2al23setParallelCameraAngleHEPKNS_12CameraTicketEf,al::setParallelCameraAngleH(al::CameraTicket const*,float)
al/Library/Camera/CameraFunction.o,_ZN2al23setParallelCameraAngleVEPKNS_12CameraTicketEf,al::setParallelCameraAngleV(al::CameraTicket const*,float)
al/Library/Camera/CameraFunction.o,_ZN2al19initQuickTurnCameraEPKNS_10IUseCameraEPKc,al::initQuickTurnCamera(al::IUseCamera const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al24setQuickTurnCameraFollowEPNS_12CameraTicketE,al::setQuickTurnCameraFollow(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN2al28setQuickTurnCameraRotateFastEPNS_12CameraTicketE,al::setQuickTurnCameraRotateFast(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN2al14initRaceCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKc,al::initRaceCamera(al::IUseCamera const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al24setRaceCameraFrontDirPtrEPKNS_12CameraTicketEPKN4sead7Vector3IfEE,al::setRaceCameraFrontDirPtr(al::CameraTicket const*,sead::Vector3<float> const*)
al/Library/Camera/CameraFunction.o,_ZN2al21setRaceCameraDistanceEPKNS_12CameraTicketEf,al::setRaceCameraDistance(al::CameraTicket const*,float)
al/Library/Camera/CameraFunction.o,_ZN2al20setRaceCameraOffsetYEPKNS_12CameraTicketEf,al::setRaceCameraOffsetY(al::CameraTicket const*,float)
al/Library/Camera/CameraFunction.o,_ZN2al25setRaceCameraAngleDegreeVEPKNS_12CameraTicketEf,al::setRaceCameraAngleDegreeV(al::CameraTicket const*,float)
al/Library/Camera/CameraFunction.o,_ZN2al14initCartCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKc,al::initCartCamera(al::IUseCamera const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al14stopCartCameraEPKNS_12CameraTicketE,al::stopCartCamera(al::CameraTicket const*)
al/Library/Camera/CameraFunction.o,_ZN2al17restartCartCameraEPKNS_12CameraTicketE,al::restartCartCamera(al::CameraTicket const*)
al/Library/Camera/CameraFunction.o,_ZN2al27initActorRailParallelCameraEPKNS_9LiveActorERKNS_13ActorInitInfoEPKc,al::initActorRailParallelCamera(al::LiveActor const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al24initKinopioBrigadeCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKc,al::initKinopioBrigadeCamera(al::IUseCamera const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al14initAnimCameraEPKNS_9LiveActorERKNS_13ActorInitInfoEPKc,al::initAnimCamera(al::LiveActor const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al28validateAnimCameraAngleSwingEPNS_12CameraTicketE,al::validateAnimCameraAngleSwing(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN2al30invalidateAnimCameraAngleSwingEPNS_12CameraTicketE,al::invalidateAnimCameraAngleSwing(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN2al23setAnimCameraBaseMtxPtrEPNS_12CameraTicketEPKN4sead8Matrix34IfEE,al::setAnimCameraBaseMtxPtr(al::CameraTicket *,sead::Matrix34<float> const*)
al/Library/Camera/CameraFunction.o,_ZN2al18initEntranceCameraEPKNS_10IUseCameraERKNS_13PlacementInfoEPKc,al::initEntranceCamera(al::IUseCamera const*,al::PlacementInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al18initEntranceCameraEPKNS_10IUseCameraERKNS_13ActorInitInfoEPKc,al::initEntranceCamera(al::IUseCamera const*,al::ActorInitInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al24initEntranceCameraNoSaveEPKNS_10IUseCameraERKNS_13PlacementInfoEPKc,al::initEntranceCameraNoSave(al::IUseCamera const*,al::PlacementInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al22setEntranceCameraParamEPNS_12CameraTicketEfRKN4sead7Vector3IfEES6_,al::setEntranceCameraParam(al::CameraTicket *,float,sead::Vector3<float> const&,sead::Vector3<float> const&)
al/Library/Camera/CameraFunction.o,_ZN2al23setEntranceCameraLookAtEPNS_12CameraTicketERKN4sead7Vector3IfEE,al::setEntranceCameraLookAt(al::CameraTicket *,sead::Vector3<float> const&)
al/Library/Camera/CameraFunction.o,_ZN2al27invalidateEndEntranceCameraEPNS_9LiveActorE,al::invalidateEndEntranceCamera(al::LiveActor *)
al/Library/Camera/CameraFunction.o,_ZN2al35invalidateEndEntranceCameraWithNameEPNS_10IUseCameraEPKc,al::invalidateEndEntranceCameraWithName(al::IUseCamera *,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al25validateEndEntranceCameraEPNS_10IUseCameraE,al::validateEndEntranceCamera(al::IUseCamera *)
al/Library/Camera/CameraFunction.o,_ZN2al23isPlayingEntranceCameraEPKNS_10IUseCameraEi,al::isPlayingEntranceCamera(al::IUseCamera const*,int)
al/Library/Camera/CameraFunction.o,_ZN2al22setCameraInterpoleStepEPNS_12CameraTicketEi,al::setCameraInterpoleStep(al::CameraTicket *,int)
al/Library/Camera/CameraFunction.o,_ZN2al19setCameraFovyDegreeEPNS_12CameraTicketEf,al::setCameraFovyDegree(al::CameraTicket *,float)
al/Library/Camera/CameraFunction.o,_ZN2al23createSimpleCameraInputEi,al::createSimpleCameraInput(int)
al/Library/Camera/CameraFunction.o,_ZN2al14setCameraInputEPNS_10IUseCameraEPKNS_12ICameraInputE,al::setCameraInput(al::IUseCamera *,al::ICameraInput const*)
al/Library/Camera/CameraFunction.o,_ZN2al18setViewCameraInputEPNS_10IUseCameraEPKNS_12ICameraInputEi,al::setViewCameraInput(al::IUseCamera *,al::ICameraInput const*,int)
al/Library/Camera/CameraFunction.o,_ZN2al33isExistCameraInputAtDisableTimingEPKNS_10IUseCameraEi,al::isExistCameraInputAtDisableTiming(al::IUseCamera const*,int)
al/Library/Camera/CameraFunction.o,_ZN2al23createActorCameraTargetEPKNS_9LiveActorEf,al::createActorCameraTarget(al::LiveActor const*,float)
al/Library/Camera/CameraFunction.o,_ZN2al23createActorCameraTargetEPKNS_9LiveActorEPKN4sead7Vector3IfEE,al::createActorCameraTarget(al::LiveActor const*,sead::Vector3<float> const*)
al/Library/Camera/CameraFunction.o,_ZN2al28createActorJointCameraTargetEPKNS_9LiveActorEPKc,al::createActorJointCameraTarget(al::LiveActor const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al29createActorMatrixCameraTargetEPKNS_9LiveActorEPKN4sead8Matrix34IfEE,al::createActorMatrixCameraTarget(al::LiveActor const*,sead::Matrix34<float> const*)
al/Library/Camera/CameraFunction.o,_ZN2al20isActiveCameraTargetEPKNS_16CameraTargetBaseE,al::isActiveCameraTarget(al::CameraTargetBase const*)
al/Library/Camera/CameraFunction.o,_ZN2al15setCameraTargetEPNS_10IUseCameraEPNS_16CameraTargetBaseE,al::setCameraTarget(al::IUseCamera *,al::CameraTargetBase *)
al/Library/Camera/CameraFunction.o,_ZN2al17resetCameraTargetEPNS_10IUseCameraEPNS_16CameraTargetBaseE,al::resetCameraTarget(al::IUseCamera *,al::CameraTargetBase *)
al/Library/Camera/CameraFunction.o,_ZN2al26createActorCameraSubTargetEPKNS_9LiveActorEPKN4sead7Vector3IfEE,al::createActorCameraSubTarget(al::LiveActor const*,sead::Vector3<float> const*)
al/Library/Camera/CameraFunction.o,_ZN2al36createActorBackAroundCameraSubTargetEPKNS_9LiveActorEPKN4sead7Vector3IfEE,al::createActorBackAroundCameraSubTarget(al::LiveActor const*,sead::Vector3<float> const*)
al/Library/Camera/CameraFunction.o,_ZN2al26createTransCameraSubTargetEPKcPKN4sead7Vector3IfEE,al::createTransCameraSubTarget(char const*,sead::Vector3<float> const*)
al/Library/Camera/CameraFunction.o,_ZN2al28initCameraSubTargetTurnParamEPNS_19CameraSubTargetBaseEPKNS_24CameraSubTargetTurnParamE,al::initCameraSubTargetTurnParam(al::CameraSubTargetBase *,al::CameraSubTargetTurnParam const*)
al/Library/Camera/CameraFunction.o,_ZN2al23isActiveCameraSubTargetEPKNS_19CameraSubTargetBaseE,al::isActiveCameraSubTarget(al::CameraSubTargetBase const*)
al/Library/Camera/CameraFunction.o,_ZN2al18setCameraSubTargetEPNS_10IUseCameraEPNS_19CameraSubTargetBaseE,al::setCameraSubTarget(al::IUseCamera *,al::CameraSubTargetBase *)
al/Library/Camera/CameraFunction.o,_ZN2al20resetCameraSubTargetEPNS_10IUseCameraEPNS_19CameraSubTargetBaseE,al::resetCameraSubTarget(al::IUseCamera *,al::CameraSubTargetBase *)
al/Library/Camera/CameraFunction.o,_ZN2al27setCameraPlacementSubTargetEPNS_10IUseCameraEPNS_19CameraSubTargetBaseE,al::setCameraPlacementSubTarget(al::IUseCamera *,al::CameraSubTargetBase *)
al/Library/Camera/CameraFunction.o,_ZN2al29resetCameraPlacementSubTargetEPNS_10IUseCameraEPNS_19CameraSubTargetBaseE,al::resetCameraPlacementSubTarget(al::IUseCamera *,al::CameraSubTargetBase *)
al/Library/Camera/CameraFunction.o,_ZN2al34getCameraDistanceRocketFlowerCurveEv,al::getCameraDistanceRocketFlowerCurve(void)
al/Library/Camera/CameraFunction.o,_ZN2al19setViewCameraTargetEPNS_10IUseCameraEPNS_16CameraTargetBaseEi,al::setViewCameraTarget(al::IUseCamera *,al::CameraTargetBase *,int)
al/Library/Camera/CameraFunction.o,_ZN2al24startCameraShakeByActionEPKNS_9LiveActorEPKcS4_ii,al::startCameraShakeByAction(al::LiveActor const*,char const*,char const*,int,int)
al/Library/Camera/CameraFunction.o,_ZN2al29startCameraShakeByHitReactionEPKNS_10IUseCameraEPKcS4_S4_ii,al::startCameraShakeByHitReaction(al::IUseCamera const*,char const*,char const*,char const*,int,int)
al/Library/Camera/CameraFunction.o,_ZN2al26requestCameraLoopShakeWeakEPKNS_10IUseCameraE,al::requestCameraLoopShakeWeak(al::IUseCamera const*)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction22requestCameraShakeLoopEPKN2al10IUseCameraEPKc,alCameraFunction::requestCameraShakeLoop(al::IUseCamera const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al23isActiveCameraInterpoleEPKNS_10IUseCameraEi,al::isActiveCameraInterpole(al::IUseCamera const*,int)
al/Library/Camera/CameraFunction.o,_ZN2al23isActiveCameraInterpoleEPKNS_15SceneCameraInfoEi,al::isActiveCameraInterpole(al::SceneCameraInfo const*,int)
al/Library/Camera/CameraFunction.o,_ZN2al20startCameraInterpoleEPKNS_10IUseCameraEii,al::startCameraInterpole(al::IUseCamera const*,int,int)
al/Library/Camera/CameraFunction.o,_ZN2al28requestCancelCameraInterpoleEPKNS_10IUseCameraEi,al::requestCancelCameraInterpole(al::IUseCamera const*,int)
al/Library/Camera/CameraFunction.o,_ZN2al33tryCalcCameraPoseWithoutInterpoleEPN4sead12LookAtCameraEPKNS_10IUseCameraEi,al::tryCalcCameraPoseWithoutInterpole(sead::LookAtCamera *,al::IUseCamera const*,int)
al/Library/Camera/CameraFunction.o,_ZN2al37invalidateCameraPoserVerticalAbsorberEPNS_12CameraTicketE,al::invalidateCameraPoserVerticalAbsorber(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN2al31requestStopCameraVerticalAbsorbEPNS_10IUseCameraE,al::requestStopCameraVerticalAbsorb(al::IUseCamera *)
al/Library/Camera/CameraFunction.o,_ZN2al30validateSnapShotCameraZoomFovyEPNS_12CameraTicketE,al::validateSnapShotCameraZoomFovy(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN2al26validateSnapShotCameraRollEPNS_12CameraTicketE,al::validateSnapShotCameraRoll(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN2al29isSnapShotOrientationRotate90EPKNS_10IUseCameraE,al::isSnapShotOrientationRotate90(al::IUseCamera const*)
al/Library/Camera/CameraFunction.o,_ZN2al30isSnapShotOrientationRotate270EPKNS_10IUseCameraE,al::isSnapShotOrientationRotate270(al::IUseCamera const*)
al/Library/Camera/CameraFunction.o,_ZN2al17isValidCameraGyroEPKNS_10IUseCameraE,al::isValidCameraGyro(al::IUseCamera const*)
al/Library/Camera/CameraFunction.o,_ZN2al31isInvalidChangeSubjectiveCameraEPKNS_10IUseCameraE,al::isInvalidChangeSubjectiveCamera(al::IUseCamera const*)
al/Library/Camera/CameraFunction.o,_ZN2al22isCurrentCameraZoomingEPKNS_10IUseCameraEi,al::isCurrentCameraZooming(al::IUseCamera const*,int)
al/Library/Camera/CameraFunction.o,_ZN2al15onCameraRideObjEPKNS_9LiveActorE,al::onCameraRideObj(al::LiveActor const*)
al/Library/Camera/CameraFunction.o,_ZN2al16offCameraRideObjEPKNS_9LiveActorE,al::offCameraRideObj(al::LiveActor const*)
al/Library/Camera/CameraFunction.o,_ZN2al21isExistAnimCameraDataEPKNS_12CameraTicketEPKc,al::isExistAnimCameraData(al::CameraTicket const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al15isEndAnimCameraEPKNS_12CameraTicketE,al::isEndAnimCamera(al::CameraTicket const*)
al/Library/Camera/CameraFunction.o,_ZN2al19isAnimCameraPlayingEPKNS_12CameraTicketE,al::isAnimCameraPlaying(al::CameraTicket const*)
al/Library/Camera/CameraFunction.o,_ZN2al23isAnimCameraAnimPlayingEPKNS_12CameraTicketEPKc,al::isAnimCameraAnimPlaying(al::CameraTicket const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al20getAnimCameraStepMaxEPKNS_12CameraTicketE,al::getAnimCameraStepMax(al::CameraTicket const*)
al/Library/Camera/CameraFunction.o,_ZN2al17getAnimCameraStepEPKNS_12CameraTicketE,al::getAnimCameraStep(al::CameraTicket const*)
al/Library/Camera/CameraFunction.o,_ZN2al25calcAnimCameraAnimStepMaxEPKNS_12CameraTicketEPKc,al::calcAnimCameraAnimStepMax(al::CameraTicket const*,char const*)
al/Library/Camera/CameraFunction.o,_ZN2al25setAnimCameraRotateBaseUpEPKNS_12CameraTicketE,al::setAnimCameraRotateBaseUp(al::CameraTicket const*)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction10initCameraEPN2al11CameraPoserEPKNS0_10IUseCameraERKNS0_13PlacementInfoEPKci,alCameraFunction::initCamera(al::CameraPoser *,al::IUseCamera const*,al::PlacementInfo const&,char const*,int)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction14initAreaCameraEPKN2al10IUseCameraERKNS0_13PlacementInfoEPKc,alCameraFunction::initAreaCamera(al::IUseCamera const*,al::PlacementInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction19initForceAreaCameraEPKN2al10IUseCameraERKNS0_13PlacementInfoEPKc,alCameraFunction::initForceAreaCamera(al::IUseCamera const*,al::PlacementInfo const&,char const*)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction21initPriorityBossFieldEPN2al12CameraTicketE,alCameraFunction::initPriorityBossField(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction19initPriorityCaptureEPN2al12CameraTicketE,alCameraFunction::initPriorityCapture(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction18initPriorityObjectEPN2al12CameraTicketE,alCameraFunction::initPriorityObject(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction31initPrioritySafetyPointRecoveryEPN2al12CameraTicketE,alCameraFunction::initPrioritySafetyPointRecovery(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction20initPriorityDemoTalkEPN2al12CameraTicketE,alCameraFunction::initPriorityDemoTalk(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction16initPriorityDemoEPN2al12CameraTicketE,alCameraFunction::initPriorityDemo(al::CameraTicket *)
al/Library/Camera/CameraFunction.o,_ZN16alCameraFunction17initPriorityDemo2EPN2al12CameraTicketE,alCameraFunction::initPriorityDemo2(al::CameraTicket *)
